"GEO_ID","NAME","B08203_001E","B08203_001M","B08203_002E","B08203_002M","B08203_003E","B08203_003M","B08203_004E","B08203_004M","B08203_005E","B08203_005M","B08203_006E","B08203_006M","B08203_007E","B08203_007M","B08203_008E","B08203_008M","B08203_009E","B08203_009M","B08203_010E","B08203_010M","B08203_011E","B08203_011M","B08203_012E","B08203_012M","B08203_013E","B08203_013M","B08203_014E","B08203_014M","B08203_015E","B08203_015M","B08203_016E","B08203_016M","B08203_017E","B08203_017M","B08203_018E","B08203_018M","B08203_019E","B08203_019M","B08203_020E","B08203_020M","B08203_021E","B08203_021M","B08203_022E","B08203_022M","B08203_023E","B08203_023M","B08203_024E","B08203_024M","B08203_025E","B08203_025M","B08203_026E","B08203_026M","B08203_027E","B08203_027M","B08203_028E","B08203_028M","B08203_029E","B08203_029M","B08203_030E","B08203_030M"
"1400000US47065011002","Census Tract 110.02, Hamilton County, Tennessee","2707","129","3","5","368","120","1214","180","777","177","345","98","534","118","0","17","200","95","237","69","74","45","23","23","1107","168","0","17","136","83","608","130","281","98","82","45","908","178","3","5","32","37","361","104","301","139","211","101","158","100","0","17","0","17","8","8","121","97","29","28"
"1400000US47065011100","Census Tract 111, Hamilton County, Tennessee","2369","178","120","79","463","129","1168","167","405","117","213","96","910","174","109","73","316","93","292","112","139","88","54","51","607","150","11","18","147","84","287","103","71","57","91","59","792","129","0","17","0","17","589","120","159","73","44","40","60","39","0","17","0","17","0","17","36","33","24","26"
"1400000US47065011201","Census Tract 112.01, Hamilton County, Tennessee","4505","260","215","155","796","288","2344","257","802","219","348","128","1320","294","147","170","440","240","558","214","153","118","22","38","1440","261","68","105","356","155","766","203","194","97","56","58","1519","274","0","19","0","19","1020","226","355","156","144","95","226","102","0","19","0","19","0","19","100","95","126","82"
"1400000US47065011203","Census Tract 112.03, Hamilton County, Tennessee","1857","135","19","24","375","120","852","157","436","133","175","68","433","122","0","17","183","95","138","80","82","54","30","29","650","157","19","24","148","75","340","112","108","52","35","34","649","152","0","17","44","43","365","125","197","105","43","33","125","60","0","17","0","17","9","14","49","36","67","41"
"1400000US47065011204","Census Tract 112.04, Hamilton County, Tennessee","2198","183","45","37","570","185","901","215","336","126","346","126","563","161","0","17","216","107","229","94","31","31","87","76","813","183","0","17","321","147","254","117","151","87","87","62","762","165","45","37","33","38","418","153","126","87","140","75","60","50","0","17","0","17","0","17","28","31","32","39"
"1400000US47065011311","Census Tract 113.11, Hamilton County, Tennessee","3602","222","324","132","1266","266","1264","283","582","181","166","83","932","200","251","121","226","89","303","138","152","117","0","17","1454","268","59","49","894","244","390","166","111","77","0","17","1008","217","14","24","117","104","524","184","257","125","96","67","208","103","0","17","29","50","47","49","62","48","70","50"
"1400000US47065011314","Census Tract 113.14, Hamilton County, Tennessee","1876","67","12","14","300","91","993","140","306","90","265","93","479","96","5","8","148","55","264","84","56","46","6","10","642","152","7","11","110","61","357","116","98","55","70","47","570","130","0","17","42","53","354","101","125","63","49","46","185","65","0","17","0","17","18","20","27","31","140","59"
"1400000US47065011321","Census Tract 113.21, Hamilton County, Tennessee","3096","199","82","90","1069","266","1387","226","490","171","68","54","612","181","66","87","361","167","176","80","9","16","0","17","1354","242","16","26","689","210","538","210","111","85","0","17","999","200","0","17","19","25","649","175","281","127","50","51","131","89","0","17","0","17","24","38","89","68","18","28"
"1400000US47065011323","Census Tract 113.23, Hamilton County, Tennessee","2559","157","220","106","742","172","1097","199","377","119","123","66","838","171","171","97","369","143","208","94","58","42","32","37","767","217","49","46","317","140","332","145","51","58","18","26","850","151","0","17","56","54","557","163","220","83","17","27","104","64","0","17","0","17","0","17","48","52","56","52"
"1400000US47065011324","Census Tract 113.24, Hamilton County, Tennessee","1484","54","0","12","256","83","765","110","279","71","184","62","263","81","0","12","117","62","102","48","17","17","27","21","525","121","0","12","89","43","276","105","125","54","35","27","583","98","0","12","37","46","387","73","117","53","42","30","113","47","0","12","13","20","0","12","20","22","80","40"
"1400000US47065011325","Census Tract 113.25, Hamilton County, Tennessee","2003","196","12","20","404","125","1039","158","441","132","107","65","481","99","12","20","174","71","188","76","89","56","18","30","622","160","0","17","214","104","361","136","28","33","19","30","754","159","0","17","16","28","454","127","259","115","25","31","146","67","0","17","0","17","36","42","65","53","45","47"
"1400000US47065011326","Census Tract 113.26, Hamilton County, Tennessee","2386","131","29","30","1059","189","987","166","257","85","54","39","296","107","15","23","184","92","97","58","0","17","0","17","1148","224","14","24","751","181","352","156","31","36","0","17","693","192","0","17","124","90","490","163","62","53","17","31","249","113","0","17","0","17","48","74","164","77","37","36"
"1400000US47065011402","Census Tract 114.02, Hamilton County, Tennessee","2670","137","30","38","1165","186","843","202","487","183","145","94","836","202","30","38","529","184","147","86","112","95","18","29","1070","228","0","17","625","193","313","140","111","107","21","33","672","203","0","17","11","18","383","175","264","160","14","24","92","76","0","17","0","17","0","17","0","17","92","76"
"1400000US47065011411","Census Tract 114.11, Hamilton County, Tennessee","1834","132","85","62","778","166","538","132","308","104","125","59","525","155","74","59","284","116","121","52","7","12","39","35","793","157","11","17","452","128","206","83","87","67","37","40","432","132","0","12","42","36","211","107","155","85","24","32","84","53","0","12","0","12","0","12","59","46","25","24"
"1400000US47065011413","Census Tract 114.13, Hamilton County, Tennessee","3207","167","20","32","859","187","1382","239","767","188","179","97","910","143","0","17","471","142","310","104","129","73","0","17","1053","211","0","17","367","151","426","175","205","97","55","40","858","191","20","32","0","17","509","164","289","120","40","43","386","123","0","17","21","33","137","96","144","87","84","73"
"1400000US47065011442","Census Tract 114.42, Hamilton County, Tennessee","1150","88","57","57","561","102","310","82","111","62","111","52","238","70","27","26","134","60","50","36","16","20","11","12","595","91","30","47","390","89","92","47","42","34","41","43","222","74","0","12","6","11","168","70","48","42","0","12","95","43","0","12","31","41","0","12","5","11","59","35"
"1400000US47065011443","Census Tract 114.43, Hamilton County, Tennessee","2923","218","213","134","1199","231","1193","238","220","134","98","74","1067","217","154","112","523","157","307","143","83","94","0","17","1190","260","18","30","623","200","434","178","104","80","11","19","648","171","41","62","53","81","452","172","33","32","69","67","18","34","0","17","0","17","0","17","0","17","18","34"
"1400000US47065011444","Census Tract 114.44, Hamilton County, Tennessee","1543","137","141","76","667","166","471","138","174","88","90","66","622","139","93","58","301","117","169","81","49","48","10","15","640","151","48","48","338","125","189","110","49","54","16","19","180","71","0","12","9","15","106","57","56","42","9","14","101","69","0","12","19","21","7","11","20","23","55","63"
"1400000US47065011445","Census Tract 114.45, Hamilton County, Tennessee","1761","118","76","57","806","163","656","145","174","91","49","44","552","107","66","55","249","86","166","72","36","45","35","40","674","150","10","16","476","150","170","79","18","28","0","12","468","125","0","12","81","59","320","109","60","45","7","12","67","49","0","12","0","12","0","12","60","49","7","11"
"1400000US47065011446","Census Tract 114.46, Hamilton County, Tennessee","1861","116","38","32","739","172","712","196","292","88","80","67","379","105","6","10","207","82","106","59","49","30","11","18","775","188","6","9","486","167","181","90","55","40","47","49","586","152","26","30","46","54","391","149","123","65","0","12","121","74","0","12","0","12","34","39","65","48","22","34"
"1400000US47065011447","Census Tract 114.47, Hamilton County, Tennessee","2963","157","30","31","650","181","1430","222","584","161","269","132","574","164","16","23","275","138","214","92","41","45","28","32","1065","222","14","23","339","134","520","169","157","94","35","42","1128","187","0","17","36","41","696","182","269","111","127","87","196","101","0","17","0","17","0","17","117","73","79","76"
"1400000US47065011600","Census Tract 116, Hamilton County, Tennessee","2482","228","139","110","1075","259","1007","209","212","121","49","41","751","222","111","94","416","169","224","120","0","17","0","17","1081","287","28","34","649","238","382","211","10","18","12","19","603","222","0","17","10","22","401","161","155","127","37","40","47","51","0","17","0","17","0","17","47","51","0","17"
"1400000US47065011700","Census Tract 117, Hamilton County, Tennessee","1909","141","76","61","751","175","611","122","347","114","124","58","533","113","17","19","263","102","214","81","30","25","9","14","676","159","26","25","435","134","83","67","92","72","40","35","616","120","33","49","53","41","285","86","181","91","64","49","84","68","0","12","0","12","29","47","44","48","11","14"
"1400000US47065011800","Census Tract 118, Hamilton County, Tennessee","2789","194","117","78","996","238","1128","222","400","122","148","74","688","158","86","70","357","142","204","88","30","26","11","17","1125","239","31","33","525","196","377","122","187","98","5","12","831","194","0","17","114","99","448","166","160","88","109","71","145","100","0","17","0","17","99","99","23","28","23","38"
"1400000US47065011900","Census Tract 119, Hamilton County, Tennessee","674","62","26","25","316","70","220","57","91","38","21","16","217","46","24","24","125","40","53","31","15","17","0","12","285","69","2","7","161","62","93","43","24","20","5","8","147","55","0","12","23","24","74","39","34","28","16","14","25","17","0","12","7","11","0","12","18","12","0","12"
"1400000US47065012000","Census Tract 120, Hamilton County, Tennessee","737","49","2","3","182","36","318","43","134","31","101","32","209","42","2","3","126","36","62","22","15","8","4","5","277","55","0","12","50","21","137","33","62","24","28","19","231","39","0","12","6","6","119","27","57","21","49","24","20","11","0","12","0","12","0","12","0","12","20","11"
"1400000US47065012100","Census Tract 121, Hamilton County, Tennessee","2670","193","151","112","963","217","933","171","413","118","210","121","673","139","78","60","326","124","186","81","83","51","0","17","1110","235","57","86","566","190","322","111","126","81","39","39","789","205","0","17","71","75","407","159","140","77","171","108","98","66","16","28","0","17","18","29","64","49","0","17"
"1400000US47065012200","Census Tract 122, Hamilton County, Tennessee","1014","147","276","120","506","157","93","65","139","77","0","12","489","150","175","92","229","110","0","12","85","67","0","12","419","118","71","61","268","118","80","63","0","12","0","12","94","79","30","46","9","14","13","20","42","49","0","12","12","16","0","12","0","12","0","12","12","16","0","12"
"1400000US47065012300","Census Tract 123, Hamilton County, Tennessee","1971","134","326","93","748","157","486","126","367","97","44","34","702","142","290","88","270","102","110","67","32","30","0","12","892","171","36","45","421","124","219","97","204","93","12","18","321","104","0","12","57","52","138","77","106","59","20","22","56","44","0","12","0","12","19","30","25","24","12","19"
"1400000US47065012400","Census Tract 124, Hamilton County, Tennessee","1160","134","119","69","565","128","331","93","83","36","62","41","319","105","65","52","201","93","45","37","8","13","0","17","545","123","46","47","303","94","150","73","22","22","24","24","228","79","8","13","48","54","136","53","22","22","14","21","68","38","0","17","13","20","0","17","31","22","24","29"
"1400000US47065980100","Census Tract 9801, Hamilton County, Tennessee","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US47065980200","Census Tract 9802, Hamilton County, Tennessee","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US13047030100","Census Tract 301, Catoosa County, Georgia","2485","123","139","90","588","172","1104","215","453","157","201","105","746","172","123","87","352","142","235","98","15","28","21","33","743","182","16","25","204","106","354","154","115","87","54","49","887","186","0","19","32","42","442","176","301","141","112","82","109","85","0","19","0","19","73","70","22","34","14","25"
"1400000US13047030201","Census Tract 302.01, Catoosa County, Georgia","2017","169","69","57","697","167","772","161","411","103","68","52","493","103","35","34","261","92","153","53","38","31","6","11","868","167","34","43","344","134","325","102","165","67","0","19","524","153","0","19","81","65","289","105","140","70","14","19","132","79","0","19","11","17","5","9","68","60","48","43"
"1400000US13047030202","Census Tract 302.02, Catoosa County, Georgia","2540","194","78","49","551","170","1019","200","687","179","205","112","643","164","51","41","307","140","184","78","101","93","0","19","953","199","15","25","227","109","510","156","160","104","41","39","820","195","12","20","17","27","325","132","371","144","95","73","124","81","0","19","0","19","0","19","55","46","69","71"
"1400000US13047030301","Census Tract 303.01, Catoosa County, Georgia","2711","163","26","30","621","192","1458","249","431","112","175","111","444","146","26","30","141","102","218","91","59","60","0","19","1239","222","0","19","368","134","656","173","200","89","15","24","798","214","0","19","112","92","527","190","65","41","94","96","230","111","0","19","0","19","57","64","107","64","66","59"
"1400000US13047030303","Census Tract 303.03, Catoosa County, Georgia","1047","110","7","12","323","105","427","120","159","61","131","53","186","72","0","13","124","66","43","33","19","22","0","13","463","115","0","13","176","82","204","86","45","30","38","38","303","96","7","12","0","13","180","82","54","35","62","38","95","54","0","13","23","33","0","13","41","37","31","23"
"1400000US13047030304","Census Tract 303.04, Catoosa County, Georgia","1270","112","25","30","249","75","477","120","430","115","89","53","236","73","0","13","131","67","51","35","54","37","0","13","467","106","17","28","112","52","201","81","78","37","59","43","513","108","0","13","6","11","225","87","252","94","30","33","54","39","8","14","0","13","0","13","46","35","0","13"
"1400000US13047030401","Census Tract 304.01, Catoosa County, Georgia","2561","189","34","40","459","157","1104","227","759","203","205","107","670","160","34","40","278","125","276","112","82","62","0","19","789","196","0","19","181","102","361","161","202","104","45","41","887","229","0","19","0","19","467","150","323","170","97","76","215","105","0","19","0","19","0","19","152","95","63","52"
"1400000US13047030402","Census Tract 304.02, Catoosa County, Georgia","2343","221","85","89","460","164","1166","245","435","124","197","78","552","127","16","25","239","105","225","92","54","46","18","29","844","233","69","85","148","92","514","218","56","45","57","50","793","181","0","19","73","65","380","145","297","108","43","38","154","81","0","19","0","19","47","69","28","33","79","53"
"1400000US13047030500","Census Tract 305, Catoosa County, Georgia","2737","185","133","80","1133","211","1027","210","220","114","224","132","1186","210","133","80","685","180","336","157","32","39","0","19","768","188","0","19","371","120","239","126","112","86","46","62","692","168","0","19","77","90","412","153","40","40","163","104","91","78","0","19","0","19","40","61","36","51","15","24"
"1400000US13047030600","Census Tract 306, Catoosa County, Georgia","1910","151","58","49","469","135","932","197","351","127","100","80","649","152","48","45","134","62","337","120","102","71","28","34","554","135","10","16","309","126","223","90","12","20","0","19","489","146","0","19","13","22","330","153","128","77","18","27","218","113","0","19","13","22","42","60","109","87","54","70"
"1400000US13047030700","Census Tract 307, Catoosa County, Georgia","3157","298","394","205","1189","244","1204","205","222","116","148","75","1228","248","329","182","556","157","315","114","28","35","0","19","998","294","65","103","578","202","240","123","42","48","73","57","847","211","0","19","55","52","636","202","108","84","48","40","84","59","0","19","0","19","13","23","44","43","27","33"
"1400000US13083040101","Census Tract 401.01, Dade County, Georgia","1997","177","180","123","652","204","746","183","266","111","153","73","635","138","64","48","279","120","228","108","22","27","42","36","919","200","105","116","350","159","338","134","98","72","28","32","400","125","11","18","23","23","169","83","138","80","59","57","43","37","0","13","0","13","11","18","8","11","24","29"
"1400000US13083040102","Census Tract 401.02, Dade County, Georgia","1454","120","121","60","500","120","546","96","174","65","113","49","559","113","97","54","248","79","182","71","21","25","11","18","481","109","24","25","216","88","180","72","47","31","14","22","317","86","0","13","36","39","150","58","78","52","53","25","97","51","0","13","0","13","34","36","28","31","35","27"
"1400000US13083040200","Census Tract 402, Dade County, Georgia","1523","137","34","45","352","130","636","124","380","128","121","69","474","107","20","31","156","61","138","69","143","81","17","20","521","171","14","28","167","91","225","94","115","77","0","13","415","116","0","13","29","34","273","97","68","49","45","41","113","84","0","13","0","13","0","13","54","61","59","51"
"1400000US13083040300","Census Tract 403, Dade County, Georgia","1221","98","19","21","309","96","464","99","277","88","152","66","391","87","9","14","173","72","115","56","63","49","31","34","452","103","0","13","127","69","167","68","95","64","63","45","311","90","10","16","9","17","182","72","59","58","51","38","67","53","0","13","0","13","0","13","60","52","7","10"
"1400000US13295020100","Census Tract 201, Walker County, Georgia","2552","236","163","100","952","203","954","206","352","150","131","81","887","143","163","100","405","136","268","96","51","45","0","19","945","196","0","19","494","159","340","139","68","65","43","45","698","191","0","19","53","59","346","129","211","135","88","67","22","29","0","19","0","19","0","19","22","29","0","19"
"1400000US13295020200","Census Tract 202, Walker County, Georgia","1327","151","178","78","539","137","394","104","153","71","63","42","468","117","162","76","232","85","63","37","11","13","0","13","548","147","8","12","229","103","225","95","49","34","37","31","245","87","8","12","78","70","86","52","57","48","16","19","66","62","0","13","0","13","20","33","36","43","10","17"
"1400000US13295020301","Census Tract 203.01, Walker County, Georgia","2032","188","103","104","612","202","960","228","234","115","123","107","495","168","103","104","187","114","107","65","43","48","55","85","981","223","0","19","354","147","533","201","94","69","0","19","439","173","0","19","71","79","272","135","73","77","23","38","117","101","0","19","0","19","48","73","24","31","45","46"
"1400000US13295020302","Census Tract 203.02, Walker County, Georgia","1920","201","184","104","522","166","744","212","344","127","126","99","855","201","155","101","395","158","236","106","59","41","10","16","503","151","18","29","111","53","205","104","116","89","53","82","409","182","11","19","0","13","271","145","86","62","41","45","153","90","0","13","16","28","32","48","83","73","22","35"
"1400000US13295020400","Census Tract 204, Walker County, Georgia","1072","111","38","28","220","70","391","69","256","71","167","72","245","48","29","24","57","27","112","37","40","22","7","9","420","86","9","14","127","51","124","38","84","38","76","54","307","71","0","13","4","6","155","44","97","40","51","44","100","52","0","13","32","42","0","13","35","28","33","22"
"1400000US13295020501","Census Tract 205.01, Walker County, Georgia","2922","266","47","46","964","246","1122","256","502","145","287","139","765","166","32","39","446","132","174","88","68","55","45","71","1164","256","15","24","466","222","441","180","191","87","51","47","861","214","0","19","52","43","507","175","212","98","90","103","132","85","0","19","0","19","0","19","31","38","101","76"
"1400000US13295020502","Census Tract 205.02, Walker County, Georgia","2626","187","59","77","686","195","1017","239","601","163","263","106","875","199","59","77","288","119","266","124","149","91","113","88","723","190","0","19","398","170","182","116","116","84","27","31","911","180","0","19","0","19","552","170","273","110","86","50","117","68","0","19","0","19","17","26","63","54","37","36"
"1400000US13295020601","Census Tract 206.01, Walker County, Georgia","2548","185","33","38","602","184","1165","202","485","153","263","116","628","182","17","28","374","159","167","88","49","48","21","34","1000","250","16","25","196","113","540","193","248","138","0","19","754","204","0","19","32","36","412","163","143","79","167","86","166","105","0","19","0","19","46","45","45","49","75","79"
"1400000US13295020602","Census Tract 206.02, Walker County, Georgia","1672","149","49","39","474","153","478","137","424","132","247","85","550","128","39","33","257","109","133","62","70","40","51","46","526","122","0","13","110","68","234","101","132","80","50","46","497","121","0","13","107","70","104","55","222","101","64","42","99","64","10","17","0","13","7","11","0","13","82","63"
"1400000US13295020700","Census Tract 207, Walker County, Georgia","2950","327","440","191","848","241","935","215","694","223","33","38","1195","256","227","123","603","195","310","156","55","42","0","19","986","245","154","105","245","124","312","133","266","156","9","17","644","253","59","92","0","19","251","141","310","173","24","35","125","94","0","19","0","19","62","82","63","87","0","19"
"1400000US13295020800","Census Tract 208, Walker County, Georgia","1387","146","48","45","468","155","450","129","244","108","177","100","488","135","36","40","293","134","124","77","26","25","9","14","401","125","12","19","175","85","137","73","46","41","31","28","408","129","0","13","0","13","189","93","154","86","65","57","90","69","0","13","0","13","0","13","18","29","72","59"
"1400000US13295020901","Census Tract 209.01, Walker County, Georgia","2094","186","0","19","551","170","688","190","562","152","293","147","636","150","0","19","272","133","219","98","130","80","15","24","639","161","0","19","239","121","229","101","158","67","13","20","597","181","0","19","40","40","228","158","218","86","111","61","222","145","0","19","0","19","12","20","56","53","154","130"
"1400000US13295020902","Census Tract 209.02, Walker County, Georgia","873","67","26","31","172","72","411","83","186","60","78","39","270","61","26","31","69","39","146","50","26","23","3","5","363","84","0","13","103","65","139","50","61","28","60","34","209","70","0","13","0","13","119","62","75","42","15","14","31","26","0","13","0","13","7","10","24","21","0","13"
