RespondentID,Route ,linked trip weight,unlinked weight (boarding weight),TAZ_ID_LEFT,DISTRICT_LEFT,TAZ_ID_DEST,DISTRICT_DEST
4241152825.0,16- Northgate,1.833333,1.833333,228,9.0,311,4.0
4241181260.0,4- Hamilton Place,2.734848,8.204544,752,9.0,544,7.0
4241195430.0,15- St Elmo,1.925926,3.851852,189,9.0,247,9.0
4241217106.0,15- St Elmo,1.925926,1.925926,834,9.0,271,9.0
4241232050.0,15- St Elmo,1.925926,3.851852,224,9.0,707,8.0
4241239243.0,15- St Elmo,1.925926,3.851852,222,9.0,834,9.0
4241247870.0,15- St Elmo,1.925926,1.925926,882,9.0,834,9.0
4241260621.0,15- St Elmo,1.925926,3.851852,271,9.0,189,9.0
4241267681.0,15- St Elmo,1.925926,1.925926,223,9.0,834,9.0
4241282259.0,15- St Elmo,1.925926,3.851852,405,9.0,189,9.0
4241294466.0,15- St Elmo,1.925926,1.925926,305,9.0,415,9.0
4241302045.0,15- St Elmo,1.925926,3.851852,247,9.0,849,9.0
4241310515.0,15- St Elmo,1.925926,3.851852,305,9.0,849,9.0
4241324768.0,15- St Elmo,1.925926,1.925926,264,9.0,189,9.0
4241338866.0,15- St Elmo,1.925926,5.777778,222,9.0,487,7.0
4241351408.0,15- St Elmo,1.925926,1.925926,405,9.0,834,9.0
4241358438.0,15- St Elmo,1.925926,3.851852,882,9.0,189,9.0
4241394360.0,4- Hamilton Place,2.734848,8.204544,316,9.0,316,9.0
4241404460.0,4- Hamilton Place,2.734848,5.469696,849,9.0,717,8.0
4241412317.0,4- Hamilton Place,2.734848,2.734848,428,8.0,717,8.0
4241419108.0,14- Mocs Express,2.678571,2.678571,472,7.0,279,9.0
4241424774.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4242354001.0,14- Mocs Express,2.678571,2.678571,275,9.0,885,9.0
4243119615.0,14- Mocs Express,2.678571,2.678571,278,9.0,422,8.0
4243128808.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4243136449.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4243143433.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
14,14- Mocs Express,2.678571,2.678571,233,9.0,285,9.0
4243164955.0,14- Mocs Express,2.678571,2.678571,279,9.0,18,8.0
4243185405.0,14- Mocs Express,2.678571,2.678571,328,8.0,278,9.0
4243200145.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4243230353.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243240312.0,14- Mocs Express,2.678571,2.678571,285,9.0,285,9.0
4243247855.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243305953.0,14- Mocs Express,2.678571,2.678571,279,9.0,278,9.0
4243394832.0,14- Mocs Express,2.678571,8.035713,275,9.0,324,9.0
4243404339.0,14- Mocs Express,2.678571,2.678571,236,9.0,279,9.0
4243473909.0,14- Mocs Express,2.678571,2.678571,279,9.0,278,9.0
4243495147.0,14- Mocs Express,2.678571,2.678571,223,9.0,278,9.0
4243506987.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243523779.0,14- Mocs Express,2.678571,5.357142,285,9.0,328,8.0
4243552737.0,14- Mocs Express,2.678571,2.678571,239,9.0,224,9.0
4243561094.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243606379.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4243620809.0,14- Mocs Express,2.678571,2.678571,278,9.0,278,9.0
4243637203.0,4- Hamilton Place,2.734848,2.734848,278,9.0,278,9.0
4243649976.0,14- Mocs Express,2.678571,2.678571,316,9.0,279,9.0
4243657423.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4243675640.0,14- Mocs Express,2.678571,2.678571,424,8.0,279,9.0
4243694135.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4243702859.0,14- Mocs Express,2.678571,5.357142,285,9.0,285,9.0
4243711993.0,14- Mocs Express,2.678571,2.678571,240,13.0,278,9.0
4243721131.0,14- Mocs Express,2.678571,2.678571,334,8.0,279,9.0
4243736526.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4243761008.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4243770281.0,14- Mocs Express,2.678571,8.035713,189,9.0,285,9.0
4243781719.0,14- Mocs Express,2.678571,2.678571,189,9.0,219,9.0
4243792903.0,14- Mocs Express,2.678571,2.678571,189,9.0,244,9.0
4243825218.0,14- Mocs Express,2.678571,5.357142,189,9.0,501,5.0
4243838270.0,14- Mocs Express,2.678571,2.678571,189,9.0,262,9.0
4244304660.0,14- Mocs Express,2.678571,2.678571,405,9.0,238,9.0
4244318925.0,28- Amnicola,2.309091,2.309091,382,4.0,882,9.0
4244338656.0,19- Cromwell Road,1.52381,4.57143,882,9.0,903,8.0
4244363800.0,6- East Brainerd,1.0,3.0,334,8.0,711,7.0
4244389139.0,10- East Chattanooga,3.184783,3.184783,268,9.0,735,8.0
4244404758.0,4- Hamilton Place,2.734848,5.469696,454,8.0,711,7.0
4244411850.0,4- Hamilton Place,2.734848,2.734848,711,7.0,487,7.0
4244417344.0,4- Hamilton Place,2.734848,5.469696,222,9.0,711,7.0
4244423345.0,4- Hamilton Place,2.734848,2.734848,849,9.0,849,9.0
4244433196.0,4- Hamilton Place,2.734848,5.469696,316,9.0,849,9.0
4244453043.0,9- East Lake,2.504202,5.008404,341,9.0,418,8.0
4244480857.0,9- East Lake,2.504202,2.504202,309,4.0,327,9.0
4244490443.0,16- Northgate,1.833333,5.499999000000001,863,7.0,679,5.0
4244518857.0,16- Northgate,1.833333,3.666666,332,8.0,395,4.0
4244527681.0,16- Northgate,1.833333,1.833333,396,4.0,384,4.0
4244533593.0,16- Northgate,1.833333,1.833333,752,9.0,711,7.0
4244540284.0,16- Northgate,1.833333,3.666666,286,9.0,396,4.0
4244551284.0,16- Northgate,1.833333,1.833333,266,9.0,313,4.0
4245859199.0,9- East Lake,2.504202,2.504202,322,9.0,322,9.0
4245869491.0,10- East Chattanooga,3.184783,3.184783,679,5.0,841,7.0
4245884366.0,19- Cromwell Road,1.52381,1.52381,443,7.0,279,9.0
4245888457.0,28- Amnicola,2.309091,4.618182,752,9.0,882,9.0
4243079179.0,28- Amnicola,2.309091,2.309091,886,9.0,224,9.0
4243250455.0,8- Eastdale,1.421053,2.842106,734,9.0,882,9.0
4243263015.0,28- Amnicola,2.309091,4.618182,721,9.0,882,9.0
4243424689.0,28- Amnicola,2.309091,4.618182,395,4.0,392,4.0
4243437076.0,28- Amnicola,2.309091,2.309091,882,9.0,241,13.0
4243445720.0,28- Amnicola,2.309091,2.309091,238,9.0,238,9.0
4243469513.0,28- Amnicola,2.309091,2.309091,882,9.0,224,9.0
4243475024.0,28- Amnicola,2.309091,2.309091,882,9.0,279,9.0
4243597824.0,28- Amnicola,2.309091,4.618182,157,8.0,882,9.0
4243615590.0,28- Amnicola,2.309091,4.618182,882,9.0,241,13.0
4243984469.0,28- Amnicola,2.309091,4.618182,282,9.0,266,9.0
4244026467.0,28- Amnicola,2.309091,4.618182,882,9.0,462,8.0
4244133275.0,28- Amnicola,2.309091,4.618182,717,8.0,282,9.0
4244149928.0,28- Amnicola,2.309091,4.618182,882,9.0,849,9.0
4244155752.0,28- Amnicola,2.309091,4.618182,882,9.0,332,8.0
4244274655.0,28- Amnicola,2.309091,2.309091,882,9.0,224,9.0
4244282189.0,28- Amnicola,2.309091,4.618182,755,9.0,882,9.0
4244287020.0,28- Amnicola,2.309091,2.309091,726,9.0,726,9.0
4244299346.0,28- Amnicola,2.309091,4.618182,734,9.0,734,9.0
4244313440.0,28- Amnicola,2.309091,6.927273,167,11.0,882,9.0
4244341459.0,28- Amnicola,2.309091,2.309091,293,9.0,881,9.0
4244347237.0,28- Amnicola,2.309091,2.309091,279,9.0,882,9.0
4244355827.0,4- Hamilton Place,2.734848,2.734848,260,9.0,330,8.0
4244362443.0,4- Hamilton Place,2.734848,2.734848,335,8.0,752,9.0
4244368135.0,4- Hamilton Place,2.734848,2.734848,765,7.0,711,7.0
4244373076.0,4- Hamilton Place,2.734848,2.734848,709,7.0,709,7.0
4244377612.0,4- Hamilton Place,2.734848,5.469696,487,7.0,849,9.0
4244398413.0,4- Hamilton Place,2.734848,2.734848,721,9.0,752,9.0
4244402758.0,4- Hamilton Place,2.734848,2.734848,464,8.0,464,8.0
4244412136.0,4- Hamilton Place,2.734848,5.469696,396,4.0,472,7.0
4245816444.0,4- Hamilton Place,2.734848,2.734848,764,7.0,405,9.0
4245822578.0,4- Hamilton Place,2.734848,5.469696,764,7.0,857,8.0
4245830531.0,4- Hamilton Place,2.734848,5.469696,294,9.0,258,9.0
4245843833.0,4- Hamilton Place,2.734848,2.734848,375,7.0,235,9.0
4245851035.0,4- Hamilton Place,2.734848,2.734848,721,9.0,721,9.0
4245857832.0,4- Hamilton Place,2.734848,2.734848,428,8.0,476,8.0
4245864593.0,4- Hamilton Place,2.734848,8.204544,905,9.0,711,7.0
4245871247.0,4- Hamilton Place,2.734848,5.469696,327,9.0,327,9.0
4245877102.0,4- Hamilton Place,2.734848,5.469696,755,9.0,844,7.0
4245884117.0,4- Hamilton Place,2.734848,5.469696,324,9.0,679,5.0
4245893783.0,4- Hamilton Place,2.734848,8.204544,292,9.0,679,5.0
4245900026.0,4- Hamilton Place,2.734848,2.734848,429,8.0,717,8.0
4245916307.0,4- Hamilton Place,2.734848,5.469696,316,9.0,468,8.0
4245929263.0,4- Hamilton Place,2.734848,8.204544,431,8.0,272,9.0
4245944003.0,4- Hamilton Place,2.734848,2.734848,476,8.0,717,8.0
4245960395.0,4- Hamilton Place,2.734848,5.469696,765,7.0,318,9.0
4245974977.0,4- Hamilton Place,2.734848,2.734848,332,8.0,717,8.0
4245982605.0,4- Hamilton Place,2.734848,2.734848,318,9.0,717,8.0
4245990336.0,4- Hamilton Place,2.734848,5.469696,420,8.0,261,9.0
4246009335.0,10- East Chattanooga,3.184783,3.184783,325,9.0,325,9.0
4246016670.0,10- East Chattanooga,3.184783,6.369566,319,9.0,344,8.0
4246032426.0,4- Hamilton Place,2.734848,2.734848,279,9.0,487,7.0
4246040448.0,4- Hamilton Place,2.734848,5.469696,834,9.0,429,8.0
4246052729.0,4- Hamilton Place,2.734848,8.204544,431,8.0,752,9.0
4246061226.0,4- Hamilton Place,2.734848,5.469696,334,8.0,763,7.0
4246070944.0,4- Hamilton Place,2.734848,2.734848,724,9.0,223,9.0
4246125201.0,4- Hamilton Place,2.734848,2.734848,222,9.0,717,8.0
4246140890.0,4- Hamilton Place,2.734848,5.469696,723,9.0,455,8.0
4246151541.0,4- Hamilton Place,2.734848,5.469696,765,7.0,234,9.0
4246939909.0,4- Hamilton Place,2.734848,5.469696,721,9.0,863,7.0
4246962631.0,4- Hamilton Place,2.734848,5.469696,475,7.0,717,8.0
4246977389.0,4- Hamilton Place,2.734848,5.469696,903,8.0,711,7.0
4246986863.0,4- Hamilton Place,2.734848,2.734848,222,9.0,711,7.0
4246995005.0,4- Hamilton Place,2.734848,8.204544,908,9.0,881,9.0
4247004268.0,4- Hamilton Place,2.734848,5.469696,709,7.0,748,7.0
4245898924.0,4- Hamilton Place,2.734848,2.734848,322,9.0,765,7.0
4245904014.0,4- Hamilton Place,2.734848,2.734848,317,9.0,717,8.0
4245909052.0,4- Hamilton Place,2.734848,8.204544,735,8.0,863,7.0
4245914642.0,4- Hamilton Place,2.734848,2.734848,277,9.0,487,7.0
4245937006.0,4- Hamilton Place,2.734848,5.469696,305,9.0,717,8.0
4246087077.0,4- Hamilton Place,2.734848,2.734848,752,9.0,41,12.0
4246101121.0,4- Hamilton Place,2.734848,8.204544,711,7.0,224,9.0
4246105607.0,1- Alton Park,2.488372,2.488372,837,9.0,405,9.0
4246121750.0,1- Alton Park,2.488372,2.488372,849,9.0,908,9.0
4246128651.0,1- Alton Park,2.488372,2.488372,838,9.0,305,9.0
4246186148.0,1- Alton Park,2.488372,7.465116,908,9.0,224,9.0
4246197266.0,1- Alton Park,2.488372,2.488372,838,9.0,268,9.0
4246215203.0,21- Golden Gateway,2.755814,2.755814,344,8.0,322,9.0
4246221877.0,21- Golden Gateway,2.755814,5.511628,857,8.0,278,9.0
4246228205.0,21- Golden Gateway,2.755814,5.511628,849,9.0,717,8.0
4246234478.0,21- Golden Gateway,2.755814,5.511628,849,9.0,245,9.0
4246250550.0,21- Golden Gateway,2.755814,5.511628,849,9.0,882,9.0
4246326450.0,21- Golden Gateway,2.755814,8.267441999999999,849,9.0,757,8.0
4246377507.0,21- Golden Gateway,2.755814,5.511628,849,9.0,723,9.0
4246390426.0,21- Golden Gateway,2.755814,5.511628,679,5.0,849,9.0
4246534928.0,21- Golden Gateway,2.755814,2.755814,222,9.0,849,9.0
4246545014.0,21- Golden Gateway,2.755814,5.511628,284,8.0,849,9.0
4246575276.0,21- Golden Gateway,2.755814,2.755814,247,9.0,240,13.0
4246605997.0,10- East Chattanooga,3.184783,6.369566,905,9.0,748,7.0
4246622197.0,10- East Chattanooga,3.184783,6.369566,326,9.0,244,9.0
4246632977.0,10- East Chattanooga,3.184783,3.184783,334,8.0,228,9.0
4246648327.0,10- East Chattanooga,3.184783,3.184783,908,9.0,245,9.0
4246675011.0,10- East Chattanooga,3.184783,6.369566,474,8.0,245,9.0
4246756009.0,10- East Chattanooga,3.184783,6.369566,752,9.0,752,9.0
4246764209.0,10- East Chattanooga,3.184783,3.184783,288,9.0,258,9.0
4246768851.0,10- East Chattanooga,3.184783,3.184783,292,9.0,239,9.0
4246961849.0,10- East Chattanooga,3.184783,3.184783,341,9.0,240,13.0
4247074345.0,10- East Chattanooga,3.184783,3.184783,734,9.0,266,9.0
4247108987.0,10- East Chattanooga,3.184783,6.369566,279,9.0,752,9.0
4247124477.0,10- East Chattanooga,3.184783,3.184783,228,9.0,374,7.0
4247130144.0,10- East Chattanooga,3.184783,3.184783,334,8.0,220,9.0
4247135233.0,10- East Chattanooga,3.184783,3.184783,227,9.0,443,7.0
4247142123.0,10- East Chattanooga,3.184783,3.184783,334,8.0,726,9.0
4247146468.0,10- East Chattanooga,3.184783,6.369566,731,9.0,707,8.0
4248706642.0,1- Alton Park,2.488372,7.465116,905,9.0,265,9.0
4248739522.0,4- Hamilton Place,2.734848,2.734848,717,8.0,849,9.0
4248962216.0,4- Hamilton Place,2.734848,2.734848,224,9.0,317,9.0
4248994387.0,4- Hamilton Place,2.734848,2.734848,224,9.0,225,9.0
4249005907.0,4- Hamilton Place,2.734848,2.734848,279,9.0,544,7.0
4249015539.0,4- Hamilton Place,2.734848,8.204544,261,9.0,334,8.0
4249442389.0,4- Hamilton Place,2.734848,2.734848,223,9.0,488,7.0
4249475576.0,4- Hamilton Place,2.734848,2.734848,849,9.0,487,7.0
4250850149.0,4- Hamilton Place,2.734848,2.734848,711,7.0,883,9.0
4250856600.0,4- Hamilton Place,2.734848,8.204544,862,7.0,862,7.0
4250861097.0,4- Hamilton Place,2.734848,5.469696,849,9.0,244,9.0
4250863310.0,4- Hamilton Place,2.734848,2.734848,220,9.0,309,4.0
4250866299.0,4- Hamilton Place,2.734848,2.734848,711,7.0,462,8.0
4250872667.0,4- Hamilton Place,2.734848,5.469696,734,9.0,462,8.0
4250874775.0,4- Hamilton Place,2.734848,5.469696,267,9.0,462,8.0
4250885441.0,4- Hamilton Place,2.734848,2.734848,487,7.0,427,8.0
4250890566.0,4- Hamilton Place,2.734848,2.734848,277,9.0,277,9.0
4250901694.0,4- Hamilton Place,2.734848,2.734848,679,5.0,321,9.0
4250907827.0,16- Northgate,1.833333,1.833333,849,9.0,321,9.0
4250913757.0,16- Northgate,1.833333,1.833333,166,9.0,263,9.0
4251196181.0,16- Northgate,1.833333,5.499999000000001,461,8.0,415,9.0
4251198163.0,14- Mocs Express,2.678571,2.678571,456,8.0,456,8.0
4251199372.0,14- Mocs Express,2.678571,2.678571,285,9.0,278,9.0
4251201859.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4251203089.0,14- Mocs Express,2.678571,2.678571,279,9.0,425,8.0
4251203993.0,14- Mocs Express,2.678571,2.678571,279,9.0,285,9.0
4251204936.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4251205974.0,14- Mocs Express,2.678571,2.678571,397,4.0,278,9.0
4251207023.0,14- Mocs Express,2.678571,2.678571,863,7.0,279,9.0
4245129816.0,4- Hamilton Place,2.734848,2.734848,428,8.0,428,8.0
4245132179.0,4- Hamilton Place,2.734848,5.469696,717,8.0,305,9.0
4245134299.0,4- Hamilton Place,2.734848,5.469696,461,8.0,434,8.0
4245136398.0,4- Hamilton Place,2.734848,2.734848,765,7.0,454,8.0
4245145483.0,4- Hamilton Place,2.734848,2.734848,314,9.0,224,9.0
4245147827.0,4- Hamilton Place,2.734848,8.204544,717,8.0,734,9.0
4245151893.0,9- East Lake,2.504202,2.504202,319,9.0,236,9.0
4245155185.0,9- East Lake,2.504202,5.008404,410,9.0,429,8.0
4245157551.0,9- East Lake,2.504202,7.512606,319,9.0,814,7.0
4245159731.0,9- East Lake,2.504202,7.512606,316,9.0,724,9.0
4245166896.0,28- Amnicola,2.309091,4.618182,865,7.0,882,9.0
4245178823.0,28- Amnicola,2.309091,2.309091,274,9.0,882,9.0
4245182846.0,8- Eastdale,1.421053,4.263159,320,9.0,430,8.0
4245184841.0,8- Eastdale,1.421053,4.263159,309,4.0,894,8.0
4245186737.0,8- Eastdale,1.421053,4.263159,882,9.0,434,8.0
4245192070.0,8- Eastdale,1.421053,2.842106,446,8.0,416,9.0
4245193979.0,8- Eastdale,1.421053,2.842106,897,8.0,332,8.0
4245195645.0,8- Eastdale,1.421053,2.842106,219,9.0,894,8.0
4245203150.0,8- Eastdale,1.421053,1.421053,434,8.0,427,8.0
4245206250.0,8- Eastdale,1.421053,2.842106,765,7.0,897,8.0
4245816088.0,8- Eastdale,1.421053,2.842106,240,13.0,896,8.0
4245823890.0,8- Eastdale,1.421053,4.263159,432,8.0,711,7.0
4245827255.0,19- Cromwell Road,1.52381,1.52381,469,8.0,222,9.0
4245833430.0,19- Cromwell Road,1.52381,3.04762,246,9.0,454,8.0
4245850921.0,10- East Chattanooga,3.184783,3.184783,442,7.0,265,9.0
4245857945.0,1- Alton Park,2.488372,4.976744,907,9.0,849,9.0
4245866697.0,1- Alton Park,2.488372,4.976744,418,8.0,325,9.0
4245873701.0,1- Alton Park,2.488372,2.488372,267,9.0,232,9.0
4245881245.0,3- Enterprise South,1.0,2.0,905,9.0,748,7.0
4245886069.0,3- Enterprise South,1.0,2.0,748,7.0,318,9.0
4245892778.0,1- Alton Park,2.488372,4.976744,305,9.0,717,8.0
4245899960.0,1- Alton Park,2.488372,4.976744,905,9.0,717,8.0
4245908563.0,1- Alton Park,2.488372,4.976744,837,9.0,837,9.0
4245914266.0,1- Alton Park,2.488372,2.488372,405,9.0,838,9.0
4245921262.0,1- Alton Park,2.488372,7.465116,304,9.0,222,9.0
4245924177.0,1- Alton Park,2.488372,4.976744,303,9.0,680,5.0
4245932344.0,1- Alton Park,2.488372,4.976744,905,9.0,717,8.0
4245938490.0,1- Alton Park,2.488372,2.488372,837,9.0,837,9.0
4245943650.0,1- Alton Park,2.488372,2.488372,857,8.0,837,9.0
4245948442.0,1- Alton Park,2.488372,4.976744,317,9.0,905,9.0
4245953540.0,1- Alton Park,2.488372,4.976744,711,7.0,405,9.0
4245962976.0,1- Alton Park,2.488372,4.976744,315,9.0,405,9.0
4245974739.0,1- Alton Park,2.488372,4.976744,157,8.0,837,9.0
4245990578.0,1- Alton Park,2.488372,2.488372,256,9.0,3,8.0
4245994873.0,1- Alton Park,2.488372,4.976744,838,9.0,500,4.0
4246000937.0,1- Alton Park,2.488372,7.465116,838,9.0,304,9.0
4246014005.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246022452.0,14- Mocs Express,2.678571,5.357142,290,9.0,308,4.0
4246029429.0,14- Mocs Express,2.678571,2.678571,293,9.0,216,9.0
4246036098.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246041455.0,14- Mocs Express,2.678571,2.678571,279,9.0,275,9.0
4246057253.0,14- Mocs Express,2.678571,5.357142,269,9.0,849,9.0
4246073934.0,14- Mocs Express,2.678571,2.678571,275,9.0,487,7.0
4246084113.0,14- Mocs Express,2.678571,2.678571,279,9.0,752,9.0
4246088964.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4246096875.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246107626.0,14- Mocs Express,2.678571,2.678571,290,9.0,285,9.0
4246111785.0,14- Mocs Express,2.678571,5.357142,731,9.0,227,9.0
4246115873.0,14- Mocs Express,2.678571,2.678571,278,9.0,275,9.0
4246122280.0,14- Mocs Express,2.678571,2.678571,278,9.0,293,9.0
4246134984.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246139687.0,14- Mocs Express,2.678571,2.678571,278,9.0,228,9.0
4246146116.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246161222.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4246168368.0,14- Mocs Express,2.678571,2.678571,382,4.0,328,8.0
4246173694.0,14- Mocs Express,2.678571,2.678571,278,9.0,285,9.0
4246181652.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4246193013.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4246208977.0,14- Mocs Express,2.678571,2.678571,285,9.0,279,9.0
4248394163.0,1- Alton Park,2.488372,2.488372,405,9.0,222,9.0
4248399376.0,1- Alton Park,2.488372,2.488372,837,9.0,460,8.0
4248412182.0,1- Alton Park,2.488372,4.976744,251,13.0,268,9.0
4248417944.0,1- Alton Park,2.488372,4.976744,315,9.0,315,9.0
4248423829.0,1- Alton Park,2.488372,4.976744,837,9.0,315,9.0
4248429090.0,1- Alton Park,2.488372,4.976744,837,9.0,224,9.0
4248435045.0,2- North Chattanooga,1.457627,4.372881,313,4.0,882,9.0
4248444210.0,2- North Chattanooga,1.457627,2.915254,327,9.0,309,4.0
4248449683.0,2- North Chattanooga,1.457627,2.915254,691,7.0,309,4.0
4248459528.0,2- North Chattanooga,1.457627,2.915254,849,9.0,886,9.0
4248471410.0,2- North Chattanooga,1.457627,1.457627,240,13.0,886,9.0
4248478293.0,2- North Chattanooga,1.457627,1.457627,309,4.0,886,9.0
4248486259.0,2- North Chattanooga,1.457627,2.915254,292,9.0,306,13.0
4248492314.0,2- North Chattanooga,1.457627,1.457627,309,4.0,882,9.0
4248501525.0,2- North Chattanooga,1.457627,1.457627,885,9.0,882,9.0
4248517427.0,19- Cromwell Road,1.52381,3.04762,462,8.0,468,8.0
4248524024.0,19- Cromwell Road,1.52381,3.04762,849,9.0,468,8.0
4253499758.0,19- Cromwell Road,1.52381,3.04762,265,9.0,468,8.0
4253506619.0,19- Cromwell Road,1.52381,3.04762,224,9.0,487,7.0
4253540985.0,19- Cromwell Road,1.52381,4.57143,293,9.0,487,7.0
4253547692.0,19- Cromwell Road,1.52381,4.57143,849,9.0,711,7.0
4253555327.0,19- Cromwell Road,1.52381,4.57143,904,8.0,708,8.0
4253571861.0,19- Cromwell Road,1.52381,1.52381,903,8.0,261,9.0
4253582825.0,19- Cromwell Road,1.52381,4.57143,487,7.0,261,9.0
4253595823.0,19- Cromwell Road,1.52381,1.52381,222,9.0,261,9.0
4253610838.0,19- Cromwell Road,1.52381,1.52381,903,8.0,882,9.0
4253624807.0,19- Cromwell Road,1.52381,1.52381,755,9.0,882,9.0
4253632048.0,19- Cromwell Road,1.52381,1.52381,474,8.0,882,9.0
4253643940.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4253655895.0,14- Mocs Express,2.678571,5.357142,752,9.0,278,9.0
4253665324.0,14- Mocs Express,2.678571,2.678571,278,9.0,278,9.0
4253678413.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4253686068.0,14- Mocs Express,2.678571,2.678571,275,9.0,278,9.0
4253697803.0,14- Mocs Express,2.678571,2.678571,499,5.0,279,9.0
